PGC            HYPERLEDA_NAME                    COUNTERPART_NAME                 OBJECT_TYPE   RA          DEC         (m-M)       ERR_(m-M)    DL[Mpc]     ERR_LN(DL)  Kt          ERR_Kt      
241908         PGC241908                         PGC241908                        G             281.09      -76.01      36.30       0.09        181.6       0.041       11.47       0.07        
2543940        PGC2543940                        PGC2543940                       G             111.68      56.67       36.30       0.09        181.6       0.041       11.48       0.04        
2665552        PGC2665552                        PGC2665552                       G             116.54      64.20       36.30       0.09        181.6       0.041       11.49       0.08        
2073050        PGC2073050                        PGC2073050                       G             290.48      35.98       36.30       0.09        181.6       0.041       11.49       0.05        
1311034        PGC1311034                        PGC1311034                       G             349.61      6.96        36.30       0.09        181.6       0.041       11.49       0.04        
62318          ESO045-012                        ESO045-012                       G             280.88      -74.71      36.30       0.09        181.6       0.041       11.51       0.17        
1139156        PGC1139156                        PGC1139156                       G             197.89      -0.61       36.30       0.09        181.6       0.041       11.52       0.09        
13271          UGC02790                          UGC02790                         G             53.81       41.33       36.30       0.09        181.6       0.041       11.53       0.06        
63824          ESO339-007                        ESO339-007                       G             298.97      -40.52      36.30       0.09        181.6       0.041       11.54       0.13        
134027         PGC134027                         PGC134027                        G             51.04       -26.52      36.30       0.09        181.6       0.041       11.54       0.08        
3380052        2MASXJ08532620+4546101            2MASXJ08532620+4546101           G             133.36      45.77       36.30       0.09        181.6       0.041       11.55       0.08        
54617          PGC054617                         PGC054617                        G             229.53      42.75       36.30       0.09        181.6       0.041       11.56       0.04        
2294534        PGC2294534                        PGC2294534                       G             39.94       47.22       36.30       0.09        181.6       0.041       11.56       0.05        
24831          PGC024831                         PGC024831                        G             132.57      39.99       36.30       0.09        181.6       0.041       11.57       0.08        
144633         PGC144633                         PGC144633                        G             33.19       0.21        36.30       0.09        181.6       0.041       11.57       0.04        
65205          ESO187-002                        ESO187-002                       G             310.40      -53.68      36.30       0.09        181.6       0.041       11.58       0.10        
23811          PGC023811                         PGC023811                        G             127.28      38.24       36.30       0.09        181.6       0.041       11.59       0.07        
61644          UGC11180                          UGC11180                         G             273.80      47.53       36.30       0.09        181.6       0.041       11.59       0.10        
3441847        PGC3441847                        PGC3441847                       G             99.23       20.60       36.30       0.09        181.6       0.041       11.60       0.07        
61248          PGC061248                         PGC061248                        G             270.02      44.53       36.30       0.09        181.6       0.041       11.60       0.04        
1617103        PGC1617103                        PGC1617103                       G             345.86      20.12       36.30       0.09        181.6       0.041       11.60       0.04        
909518         PGC909518                         PGC909518                        G             317.09      -15.56      36.30       0.09        181.6       0.041       11.63       0.07        
1374511        PGC1374511                        PGC1374511                       G             353.96      10.10       36.30       0.09        181.6       0.041       11.63       0.07        
38509          ESO505-018                        ESO505-018                       G             181.98      -27.76      36.30       0.09        181.6       0.041       11.63       0.06        
2548592        PGC2548592                        PGC2548592                       G             112.13      56.81       36.30       0.09        181.6       0.041       11.63       0.09        
228646         PGC228646                         PGC228646                        G             253.66      -80.07      36.30       0.09        181.6       0.041       11.63       0.28        
3750443        2MASXJ10025323+3700103            2MASXJ10025323+3700103           G             150.72      37.00       36.30       0.09        181.6       0.041       11.64       0.04        
59273          PGC059273                         PGC059273                        G             254.00      -1.25       36.30       0.09        181.6       0.041       11.64       0.08        
1419675        PGC1419675                        PGC1419675                       G             315.79      12.96       36.30       0.09        181.6       0.041       11.64       0.03        
134153         PGC134153                         PGC134153                        G             63.85       -24.70      36.30       0.10        181.6       0.046       11.65       0.30        
159246         PGC159246                         PGC159246                        G             203.42      -27.19      36.30       0.09        181.6       0.041       11.66       0.50        
87145          PGC086607                         PGC086607                        G             118.64      20.06       36.30       0.09        181.6       0.041       11.67       0.10        
3091181        PGC3091181                        PGC3091181                       G             243.23      11.12       36.30       0.09        181.6       0.041       11.68       0.16        
1741219        PGC1741219                        PGC1741219                       G             247.14      25.57       36.30       0.09        181.6       0.041       11.71       0.11        
408439         PGC408439                         PGC408439                        G             93.11       -55.53      36.30       0.09        181.6       0.041       11.71       0.07        
38321          PGC038321                         PGC038321                        G             181.42      36.75       36.30       0.09        181.6       0.041       11.71       0.12        
1011878        PGC1011878                        PGC1011878                       G             120.52      -7.86       36.30       0.09        181.6       0.041       11.72       0.11        
940529         PGC940529                         PGC940529                        G             95.83       -13.26      36.30       0.09        181.6       0.041       11.73       0.07        
19691          ESO207-005                        ESO207-005                       G             102.57      -48.26      36.30       0.09        181.6       0.041       11.74       0.24        
4492           PGC004492                         PGC004492                        G             18.73       0.13        36.30       0.09        181.6       0.041       11.74       0.15        
3087913        PGC3087913                        PGC3087913                       G             143.85      41.06       36.30       0.09        181.6       0.041       11.75       0.07        
65579          PGC065579                         PGC065579                        G             312.95      -52.78      36.30       0.09        181.6       0.041       11.75       0.08        
137043         PGC137043                         PGC137043                        G             9.59        54.38       36.30       0.09        181.6       0.041       11.75       0.04        
11729          PGC011729                         PGC011729                        G             47.09       -72.42      36.30       0.09        181.6       0.041       11.75       0.12        
71325          NGC7647                           NGC7647                          G             350.99      16.78       36.30       0.09        182.2       0.041       10.10       0.14        
5061126        2MASXJ05325578+5523356            2MASXJ05325578+5523356           G             83.23       55.39       36.30       0.09        182.2       0.041       10.29       0.06        
20617          ESO257-004                        ESO257-004                       G             109.56      -47.19      36.30       0.09        182.2       0.041       10.36       0.12        
28414          UGC05291                          UGC05291                         G             147.97      12.94       36.30       0.09        182.2       0.040       10.45       0.13        
30008          PGC030008                         PGC030008                        G             154.14      22.09       36.30       0.09        182.2       0.040       10.47       0.09        
3712866        2MASXJ06405757-4820027            2MASXJ06405757-4820027           G             100.24      -48.33      36.30       0.09        182.2       0.041       10.61       0.14        
72385          PGC072385                         PGC072385                        G             356.74      -35.79      36.30       0.09        182.2       0.041       10.66       0.30        
28786          PGC028786                         PGC028786                        G             149.47      36.35       36.30       0.09        182.2       0.041       10.68       0.05        
50143          PGC050143                         PGC050143                        G             211.05      -22.58      36.30       0.09        182.2       0.041       10.69       0.07        
3471           ESO013-006                        ESO013-006                       G             14.52       -81.68      36.30       0.09        182.2       0.041       10.70       0.61        
56216          IC1144                            IC1144                           G             237.84      43.42       36.30       0.09        182.2       0.041       10.72       0.09        
44244          UGC08087                          UGC08087                         G             194.29      78.62       36.30       0.09        182.2       0.040       10.76       0.05        
30923          PGC030923                         PGC030923                        G             157.43      22.36       36.30       0.09        182.2       0.041       10.82       0.08        
45118          PGC045118                         PGC045118                        G             195.92      2.57        36.30       0.09        182.2       0.041       10.85       0.13        
170029         PGC170029                         PGC170029                        G             34.97       -4.53       36.30       0.09        182.2       0.041       10.87       0.06        
63001          PGC063001                         PGC063001                        G             289.18      44.78       36.30       0.09        182.2       0.041       10.89       0.12        
4078327        6dFJ1915013-312025                6dFJ1915013-312025               G             288.76      -31.34      36.30       0.09        182.2       0.041       10.90       0.10        
2318158        PGC2318158                        PGC2318158                       G             9.73        48.47       36.30       0.09        182.2       0.041       10.94       0.15        
128992         PGC128992                         PGC128992                        G             334.63      -55.18      36.30       0.09        182.2       0.041       10.94       0.10        
4684248        6dFJ1732296-714119                6dFJ1732296-714119               G             263.12      -71.69      36.30       0.09        182.2       0.041       10.97       0.08        
2793196        PGC2793196                        PGC2793196                       G             228.13      -49.57      36.30       0.10        182.2       0.044       11.03       0.13        
5060543        2MASXJ06012380+1018191            2MASXJ06012380+1018191           G             90.35       10.31       36.30       0.09        182.2       0.041       11.04       0.08        
56073          PGC056073                         PGC056073                        G             237.08      9.12        36.30       0.09        182.2       0.041       11.06       0.10        
2800840        PGC2800840                        PGC2800840                       G             351.41      15.35       36.30       0.09        182.2       0.041       11.06       0.09        
170021         PGC170021                         PGC170021                        G             25.12       -4.78       36.30       0.09        182.2       0.041       11.07       0.04        
6111           PGC006111                         PGC006111                        G             24.75       -28.57      36.30       0.09        182.2       0.041       11.07       0.15        
71180          PGC071180                         PGC071180                        G             350.38      9.56        36.30       0.09        182.2       0.041       11.14       0.15        
30689          PGC030689                         PGC030689                        G             156.68      21.72       36.30       0.09        182.2       0.040       11.15       0.10        
216215         PGC216215                         PGC216215                        G             106.40      -86.84      36.30       0.09        182.2       0.041       11.15       0.08        
67005          UGC11770                          UGC11770                         G             323.75      1.46        36.30       0.09        182.2       0.040       11.17       0.10        
1397936        PGC1397936                        PGC1397936                       G             349.58      11.73       36.30       0.09        182.2       0.040       11.19       0.12        
1011324        PGC1011324                        PGC1011324                       G             154.31      -7.90       36.30       0.09        182.2       0.041       11.19       0.16        
7163           UGC01393                          UGC01393                         G             28.85       21.29       36.30       0.09        182.2       0.040       11.21       0.13        
3921406        2MASXJ20185142-2920226            2MASXJ20185142-2920226           G             304.71      -29.34      36.30       0.09        182.2       0.041       11.21       0.05        
129951         PGC129951                         PGC129951                        G             343.19      -48.84      36.30       0.09        182.2       0.041       11.21       0.05        
24190          PGC024190                         PGC024190                        G             129.13      38.14       36.30       0.09        182.2       0.040       11.24       0.07        
218164         PGC218164                         PGC218164                        G             32.26       -85.34      36.30       0.09        182.2       0.041       11.24       0.16        
60398          UGC10878                          UGC10878                         G             262.46      23.32       36.30       0.09        182.2       0.040       11.25       0.08        
8006           PGC008006                         PGC008006                        G             31.49       0.77        36.30       0.09        182.2       0.040       11.26       0.10        
17260          ESO253-003                        ESO253-003                       G             81.33       -46.01      36.30       0.09        182.2       0.041       11.27       0.07        
137229         PGC137229                         PGC137229                        G             12.69       56.13       36.30       0.09        182.2       0.041       11.28       0.03        
5060602        2MASXJ06020483+0845110            2MASXJ06020483+0845110           G             90.52       8.75        36.30       0.09        182.2       0.041       11.31       0.06        
69503          IC5236                            IC5236                           G             340.38      -66.62      36.30       0.09        182.2       0.041       11.31       0.08        
49503          PGC049503                         PGC049503                        G             208.89      14.76       36.30       0.09        182.2       0.041       11.31       0.12        
65558          PGC065558                         PGC065558                        G             312.83      -7.32       36.30       0.09        182.2       0.040       11.32       0.18        
73092          ESO349-014                        ESO349-014                       G             359.62      -32.94      36.30       0.09        182.2       0.041       11.33       0.12        
62477          PGC062477                         PGC062477                        G             282.61      73.35       36.30       0.09        182.2       0.041       11.35       0.08        
2090           PGC002090                         PGC002090                        G             8.73        5.64        36.30       0.09        182.2       0.041       11.35       0.05        
133206         PGC133206                         PGC133206                        G             318.70      -27.49      36.30       0.09        182.2       0.041       11.39       0.09        
145527         PGC145527                         PGC145527                        G             51.93       -5.67       36.30       0.09        182.2       0.041       11.40       0.11        
95508          PGC095508                         PGC095508                        G             17.62       16.19       36.30       0.09        182.2       0.041       11.40       0.06        
3977575        2MASXJ23125460+0642147            2MASXJ23125460+0642147           G             348.23      6.70        36.30       0.09        182.2       0.041       11.41       0.07        
1154729        PGC1154729                        PGC1154729                       G             225.44      0.01        36.30       0.09        182.2       0.041       11.41       0.11        
16660          ESO362-003                        ESO362-003                       G             76.01       -36.03      36.30       0.09        182.2       0.040       11.41       0.11        
89005          PGC089005                         PGC089005                        G             257.09      -81.13      36.30       0.09        182.2       0.041       11.42       0.07        
38891          PGC038891                         PGC038891                        G             183.06      -27.11      36.30       0.09        182.2       0.041       11.43       0.22        
5303           PGC005303                         PGC005303                        G             21.40       -7.74       36.30       0.09        182.2       0.041       11.43       0.10        
925013         PGC925013                         PGC925013                        G             74.87       -14.40      36.30       0.09        182.2       0.041       11.45       0.40        
1282923        PGC1282923                        PGC1282923                       G             9.98        5.41        36.30       0.09        182.2       0.041       11.45       0.04        
23138          PGC023138                         PGC023138                        G             123.82      46.08       36.30       0.09        182.2       0.040       11.46       0.06        
33710          PGC033710                         PGC033710                        G             167.00      7.44        36.30       0.09        182.2       0.041       11.47       0.07        
3956251        2MASXJ22055146+2637535            2MASXJ22055146+2637535           G             331.46      26.63       36.30       0.09        182.2       0.041       11.48       0.06        
3908099        2MASXJ19281897-3249024            2MASXJ19281897-3249024           G             292.08      -32.82      36.30       0.09        182.2       0.041       11.49       0.10        
57869          PGC057869                         PGC057869                        G             245.09      49.94       36.30       0.09        182.2       0.041       11.49       0.08        
148404         PGC148404                         PGC148404                        G             91.78       -44.94      36.30       0.09        182.2       0.041       11.49       0.05        
61163          PGC061163                         PGC061163                        G             269.28      43.76       36.30       0.09        182.2       0.041       11.50       0.07        
3669914        2MASXJ03565430+0013313            2MASXJ03565430+0013313           G             59.23       0.23        36.30       0.09        182.2       0.041       11.51       0.08        
76752          PGC076752                         PGC076752                        G             108.29      -25.02      36.30       0.09        182.2       0.041       11.52       0.15        
43369          IC3816                            IC3816                           G             192.37      37.23       36.30       0.09        182.2       0.041       11.52       0.09        
55627          PGC055627                         PGC055627                        G             234.36      21.74       36.30       0.09        182.2       0.041       11.52       0.12        
10049          ESO003-012                        ESO003-012                       G             40.01       -85.44      36.30       0.09        182.2       0.040       11.53       0.21        
32963          PGC032963                         PGC032963                        G             164.47      1.68        36.30       0.09        182.2       0.041       11.53       0.08        
178203         PGC178203                         PGC178203                        G             80.85       -17.80      36.30       0.09        182.2       0.041       11.53       0.08        
53363          ESO581-001                        ESO581-001                       G             223.91      -21.59      36.30       0.09        182.2       0.041       11.53       0.18        
153984         PGC153984                         PGC153984                        G             141.27      -30.78      36.30       0.09        182.2       0.040       11.54       0.10        
90092          PGC090092                         PGC090092                        G             134.29      -26.23      36.30       0.09        182.2       0.041       11.54       0.07        
937394         PGC937394                         PGC937394                        G             52.53       -13.48      36.30       0.09        182.2       0.041       11.54       0.11        
165337         PGC165337                         PGC165337                        G             34.63       -6.60       36.30       0.09        182.2       0.041       11.54       0.17        
3810718        2MASXJ13363262+3352340            2MASXJ13363262+3352340           G             204.14      33.88       36.30       0.09        182.2       0.040       11.56       0.18        
15050          PGC015050                         PGC015050                        G             66.14       -2.42       36.30       0.09        182.2       0.041       11.56       0.09        
2656405        PGC2656405                        PGC2656405                       G             98.33       63.48       36.30       0.09        182.2       0.041       11.57       0.05        
18392          ESO254-013                        ESO254-013                       G             91.36       -45.18      36.30       0.09        182.2       0.041       11.58       0.07        
228784         PGC228784                         PGC228784                        G             265.20      -80.01      36.30       0.09        182.2       0.041       11.58       0.11        
17711          PGC017711                         PGC017711                        G             86.23       -25.92      36.30       0.09        182.2       0.040       11.59       0.08        
610049         PGC610049                         PGC610049                        G             155.29      -38.34      36.30       0.09        182.2       0.041       11.60       0.50        
2705264        PGC2705264                        PGC2705264                       G             261.57      67.75       36.30       0.09        182.2       0.040       11.60       0.06        
90065          PGC090065                         PGC090065                        G             111.79      59.48       36.30       0.09        182.2       0.041       11.62       0.08        
1698565        PGC1698565                        PGC1698565                       G             157.87      24.04       36.30       0.09        182.2       0.040       11.63       0.15        
70918          ESO148-003                        ESO148-003                       G             349.22      -58.40      36.30       0.09        182.2       0.041       11.64       0.19        
167618         PGC167618                         PGC167618                        G             312.80      57.44       36.30       0.09        182.2       0.041       11.65       0.04        
22785          PGC022785                         PGC022785                        G             121.77      27.13       36.30       0.09        182.2       0.040       11.65       0.07        
27334          PGC027334                         PGC027334                        G             144.13      59.40       36.30       0.09        182.2       0.040       11.66       0.03        
52757          PGC052757                         PGC052757                        G             221.67      55.17       36.30       0.09        182.2       0.040       11.66       0.23        
154117         PGC154117                         PGC154117                        G             144.42      -36.89      36.30       0.09        182.2       0.041       11.66       0.13        
2817317        PGC2817317                        PGC2817317                       G             332.58      26.06       36.30       0.09        182.2       0.041       11.67       0.06        
2609870        PGC2609870                        PGC2609870                       G             299.95      60.97       36.30       0.09        182.2       0.041       11.67       0.05        
566500         PGC566500                         PGC566500                        G             151.04      -42.24      36.30       0.09        182.2       0.041       11.68       0.13        
13423          ESO482-020                        ESO482-020                       G             54.65       -26.52      36.30       0.09        182.2       0.041       11.68       0.16        
162263         PGC162263                         PGC162263                        G             304.21      -46.88      36.30       0.09        182.2       0.041       11.69       0.43        
520409         PGC520409                         PGC520409                        G             81.14       -45.99      36.30       0.09        182.2       0.041       11.71       0.24        
2143512        PGC2143512                        PGC2143512                       G             50.86       39.11       36.30       0.09        182.2       0.041       11.72       0.03        
2093278        PGC2093278                        PGC2093278                       G             176.55      37.12       36.30       0.09        182.2       0.041       11.72       0.10        
3880234        2MASXJ17144601-7448460            2MASXJ17144601-7448460           G             258.69      -74.81      36.30       0.09        182.2       0.041       11.73       0.09        
235372         PGC235372                         PGC235372                        G             279.88      -77.61      36.30       0.09        182.2       0.041       11.73       0.12        
32408          PGC032408                         PGC032408                        G             162.42      17.52       36.30       0.09        182.2       0.040       11.73       0.04        
2453644        PGC2453644                        PGC2453644                       G             233.78      53.88       36.30       0.09        182.2       0.040       11.74       0.04        
73116          ESO293-024                        ESO293-024                       G             359.70      -41.08      36.30       0.09        182.2       0.041       11.74       0.12        
896880         PGC896880                         PGC896880                        G             258.48      -16.54      36.30       0.09        182.2       0.041       11.74       0.13        
476076         PGC476076                         PGC476076                        G             107.54      -49.51      36.30       0.09        182.2       0.041       11.74       0.13        
95718          PGC095718                         PGC095718                        G             350.99      14.73       36.30       0.09        182.2       0.041       11.75       0.09        
59573          NGC6303                           NGC6303                          G             256.26      68.83       36.31       0.09        182.8       0.040       10.27       0.09        
4082           IC0079                            IC0079                           G             17.21       -15.95      36.31       0.09        182.8       0.040       10.38       0.13        
1575387        PGC1575387                        PGC1575387                       G             108.55      18.95       36.31       0.09        182.8       0.040       10.40       0.09        
57046          PGC057046                         PGC057046                        G             241.35      14.65       36.31       0.09        182.8       0.040       10.60       0.10        
69627          PGC069627                         PGC069627                        G             341.09      25.11       36.31       0.09        182.8       0.040       10.64       0.11        
1351875        PGC1351875                        PGC1351875                       G             345.72      8.69        36.31       0.09        182.8       0.040       10.81       0.03        
482934         PGC482934                         PGC482934                        G             107.42      -48.86      36.31       0.09        182.8       0.041       10.85       0.08        
3087616        PGC3087616                        PGC3087616                       G             6.78        45.62       36.31       0.09        182.8       0.041       10.88       0.13        
57294          PGC057294                         PGC057294                        G             242.29      12.08       36.31       0.09        182.8       0.040       10.89       0.13        
73001          ESO349-009                        ESO349-009                       G             359.25      -34.68      36.31       0.09        182.8       0.040       10.93       0.13        
888876         PGC888876                         PGC888876                        G             77.94       -17.09      36.31       0.09        182.8       0.040       10.95       0.30        
928809         PGC928809                         PGC928809                        G             147.38      -14.11      36.31       0.09        182.8       0.040       10.96       0.18        
3898758        2MASXJ18294221-7706043            2MASXJ18294221-7706043           G             277.43      -77.10      36.31       0.09        182.8       0.040       10.97       0.18        
3093661        PGC3093661                        PGC3093661                       G             205.89      -13.29      36.31       0.09        182.8       0.040       10.98       0.07        
32342          UGC05915                          UGC05915                         G             162.22      48.05       36.31       0.09        182.8       0.040       11.03       0.14        
56857          UGC10153                          UGC10153                         G             240.83      20.64       36.31       0.09        182.8       0.040       11.06       0.12        
2187549        PGC2187549                        PGC2187549                       G             112.96      41.83       36.31       0.09        182.8       0.040       11.12       0.06        
20703          UGC03796                          UGC03796                         G             110.03      60.26       36.31       0.09        182.8       0.040       11.14       0.05        
10676          UGC02288                          UGC02288                         G             42.30       35.33       36.31       0.09        182.8       0.040       11.16       0.09        
63431          NGC6817                           NGC6817                          G             294.35      62.38       36.31       0.09        182.8       0.040       11.16       0.11        
920686         PGC920686                         PGC920686                        G             93.29       -14.73      36.31       0.09        182.8       0.040       11.17       0.13        
20687          PGC020687                         PGC020687                        G             109.92      60.29       36.31       0.09        182.8       0.040       11.17       0.05        
170336         PGC170336                         PGC170336                        G             212.24      -8.00       36.31       0.09        182.8       0.041       11.17       0.57        
22309          PGC022309                         PGC022309                        G             119.38      52.68       36.31       0.09        182.8       0.040       11.18       0.12        
895060         PGC895060                         PGC895060                        G             76.79       -16.68      36.31       0.09        182.8       0.040       11.19       0.05        
59903          ESO101-023                        ESO101-023                       G             258.63      -65.41      36.31       0.09        182.8       0.041       11.21       0.15        
34670          PGC034670                         PGC034670                        G             169.97      54.46       36.31       0.09        182.8       0.040       11.21       0.17        
5060587        2MASXJ06024206+0914215            2MASXJ06024206+0914215           G             90.68       9.24        36.31       0.09        182.8       0.040       11.24       0.08        
5060635        2MASXJ04562292+1337032            2MASXJ04562292+1337032           G             74.10       13.62       36.31       0.09        182.8       0.040       11.24       0.15        
71405          PGC071405                         PGC071405                        G             351.43      17.53       36.31       0.09        182.8       0.040       11.25       0.11        
71263          UGC12564                          UGC12564                         G             350.70      22.94       36.31       0.09        182.8       0.040       11.26       0.07        
181938         PGC181938                         PGC181938                        G             149.01      -27.18      36.31       0.09        182.8       0.040       11.26       0.11        
57083          UGC10184                          UGC10184                         G             241.41      3.07        36.31       0.09        182.8       0.040       11.31       0.04        
34026          PGC034026                         PGC034026                        G             167.89      6.44        36.31       0.09        182.8       0.040       11.32       0.13        
3088184        PGC3088184                        PGC3088184                       G             55.55       38.36       36.31       0.09        182.8       0.040       11.34       0.06        
187886         PGC187886                         PGC187886                        G             315.40      -22.11      36.31       0.09        182.8       0.041       11.34       0.10        
271128         PGC271128                         PGC271128                        G             256.23      -70.97      36.31       0.09        182.8       0.040       11.34       0.18        
1025931        PGC1025931                        PGC1025931                       G             122.42      -7.00       36.31       0.09        182.8       0.040       11.35       0.17        
98022          PGC098022                         PGC098022                        G             201.66      -31.21      36.31       0.09        182.8       0.040       11.37       0.16        
2410889        PGC2410889                        PGC2410889                       G             293.36      52.27       36.31       0.09        182.8       0.040       11.37       0.24        
214932         PGC214932                         PGC214932                        G             349.59      10.24       36.31       0.09        182.8       0.040       11.38       0.04        
4537393        2MASXJ12282617+5020544            2MASXJ12282617+5020544           G             187.11      50.35       36.31       0.09        182.8       0.040       11.38       0.11        
58034          PGC058034                         PGC058034                        G             246.13      73.34       36.31       0.09        182.8       0.041       11.39       0.05        
8003           UGC01589                          UGC01589                         G             31.49       14.92       36.31       0.09        182.8       0.040       11.39       0.05        
17924          PGC017924                         PGC017924                        G             87.30       -25.61      36.31       0.09        182.8       0.040       11.41       0.16        
71161          PGC071161                         PGC071161                        G             350.27      -69.21      36.31       0.09        182.8       0.041       11.42       0.07        
8334           UGC01666                          UGC01666                         G             32.70       34.98       36.31       0.02        182.8       0.009       11.43       0.12        
15811          ESO485-008                        ESO485-008                       G             70.31       -27.40      36.31       0.09        182.8       0.041       11.43       0.08        
170072         PGC170072                         PGC170072                        G             153.58      -11.11      36.31       0.09        182.8       0.040       11.44       0.15        
100045         PGC100045                         PGC100045                        G             131.56      -55.13      36.31       0.09        182.8       0.041       11.44       0.05        
155575         PGC155575                         PGC155575                        G             159.96      -15.04      36.31       0.09        182.8       0.040       11.44       0.09        
915801         PGC915801                         PGC915801                        G             317.38      -15.10      36.31       0.09        182.8       0.040       11.46       0.08        
1461419        PGC1461419                        PGC1461419                       G             268.28      14.57       36.31       0.09        182.8       0.040       11.47       0.08        
3886665        2MASXJ17362485+6731572            2MASXJ17362485+6731572           G             264.10      67.53       36.31       0.09        182.8       0.040       11.47       0.06        
273122         PGC273122                         PGC273122                        G             259.46      -70.55      36.31       0.09        182.8       0.040       11.47       0.14        
5718           UGC01097                          UGC01097                         G             23.06       18.01       36.31       0.09        182.8       0.040       11.48       0.07        
24813          PGC024813                         PGC024813                        G             132.44      57.16       36.31       0.09        182.8       0.040       11.49       0.10        
16221          ESO203-010                        ESO203-010                       G             73.13       -50.46      36.31       0.09        182.8       0.040       11.49       0.10        
52432          PGC052432                         PGC052432                        G             220.15      21.91       36.31       0.09        182.8       0.040       11.50       0.10        
159565         PGC159565                         PGC159565                        G             209.99      -22.84      36.31       0.09        182.8       0.041       11.50       0.09        
2167841        PGC2167841                        PGC2167841                       G             140.51      40.57       36.31       0.09        182.8       0.040       11.50       0.24        
3340           PGC003340                         PGC003340                        G             14.04       -1.12       36.31       0.09        182.8       0.040       11.51       0.15        
43627          PGC043627                         PGC043627                        G             193.02      60.53       36.31       0.09        182.8       0.040       11.53       0.07        
68259          UGC11943                          UGC11943                         G             332.97      26.15       36.31       0.09        182.8       0.040       11.54       0.06        
3956031        2MASXJ22050947+2507317            2MASXJ22050947+2507317           G             331.29      25.13       36.31       0.09        182.8       0.040       11.55       0.06        
3923           ESO113-011                        ESO113-011                       G             16.60       -58.79      36.31       0.09        182.8       0.040       11.56       0.18        
236305         PGC236305                         PGC236305                        G             278.90      -77.40      36.31       0.09        182.8       0.040       11.61       0.09        
192351         PGC192351                         PGC192351                        G             337.11      -22.02      36.31       0.09        182.8       0.041       11.61       0.11        
1805237        PGC1805237                        PGC1805237                       G             218.47      27.35       36.31       0.09        182.8       0.040       11.64       0.23        
3090253        PGC3090253                        PGC3090253                       G             316.98      18.74       36.31       0.09        182.8       0.040       11.64       0.05        
26325          PGC026325                         PGC026325                        G             139.73      42.00       36.31       0.09        182.8       0.040       11.64       0.06        
17873          PGC017873                         PGC017873                        G             87.07       -25.57      36.31       0.09        182.8       0.040       11.66       0.13        
127927         PGC127927                         PGC127927                        G             38.46       -59.00      36.31       0.09        182.8       0.041       11.67       0.14        
914687         PGC914687                         PGC914687                        G             93.13       -15.18      36.31       0.09        182.8       0.040       11.68       0.06        
85053          PGC085053                         PGC085053                        G             315.26      -23.56      36.31       0.09        182.8       0.041       11.69       0.16        
147029         PGC147029                         PGC147029                        G             77.39       -20.38      36.31       0.09        182.8       0.040       11.69       0.21        
2039798        PGC2039798                        PGC2039798                       G             49.46       33.84       36.31       0.09        182.8       0.040       11.70       0.04        
174104         PGC174104                         PGC174104                        G             26.33       -4.38       36.31       0.09        182.8       0.040       11.70       0.05        
28642          ESO499-020                        ESO499-020                       G             148.94      -27.53      36.31       0.09        182.8       0.040       11.71       0.12        
1033623        PGC1033623                        PGC1033623                       G             151.62      -6.37       36.31       0.09        182.8       0.040       11.71       0.09        
